id|first_name|last_name|nickname|dob|nationality|height|weight|role
5711|Ben|Foster||1983-04-03|England|193|79|goalkeeper
5712|Mamoudou|Karamoko||1999-09-08|France|188|88|
5713|Tommi|O'Reilly|Tommi O&#39;Reilly|2003-12-15|England|||midfielder
5714|Cristian|Dell'Orco||1994-02-10|Italy|183|80|defender
5715|Stefano|Sabelli||1993-01-13|Italy|176|70|defender
5716|Iyenoma|Udogie||2002-11-28|Italy|186|67|defender
5717|Aiman|Maurer||2004-09-25|France|||
5718|Íñigo|Martínez||1991-05-17|Spain|182|76|defender
5719|Gideon|Jung||1994-09-12|Germany|189|76|defender
5720|Ivo|Ilicevic||1986-11-14|Croatia|174|63|
5721|Danilo|Barbosa da Silva|Danilo Barbosa|1996-02-28|Brazil|183|74|Defensive Midfielder
5722|Adrián|Rodríguez||2000-12-12|Spain|195|82|goalkeeper
5723|Houssem|Aouar||1998-06-30|France|175|70|midfielder
5724|Marco|Sportiello||1992-05-10|Italy|192|87|goalkeeper
5725|Stuart|Taylor|Stuart Taylor|1980-11-28|England|198|85|Portiere
5726|Walter|Benítez||1993-01-19|Argentina|191|91|goalkeeper
5727|Lasse|Rieß||2001-07-27|Germany|191|88|goalkeeper
5728|Hugo|Mallo||1991-06-22|Spain|173|69|defender
5729|Andrea|Barzagli||1981-05-08|Italy|187|87|defender
5730|Rodrigo|Guth|Rodrigo Guth|2000-11-10|Brazil|191|80|defender
5731|Asier|Villalibre||1997-09-30|Spain|184|86|striker
5732|Martin|Cranie||1986-09-26|England|183|78|defender
5733|Hans Nunoo|Sarpei||1998-08-22|Ghana|178|72|Defensive Midfielder
5734|Hugo|Ekitike||2002-06-20|France|||
5735|Héctor|Hernández|Héctor Hernández|1991-05-23|Spain|171|69|defender
5736|Pol|Lirola||1997-08-13|Spain|183|70|defender
5737|Szymon|Czyz||2001-07-08|Poland|||
5738|Andy|King||1988-10-29|Wales|184|79|midfielder
5739|Juan José|Garrancho|Juanjo Garrancho|1997-06-22|Spain|187||
5740|Gabriel|Peñalba||1984-09-23|Argentina|194|90|midfielder
5741|Emerson|Palmieri dos Santos|Emerson|1994-08-03|Italy|176|63|defender
5742|Alexandre|Lauray||1997-03-18|France|178|67|defender
5743|Karl|Toko-Ekambi||1992-09-14|Cameroon|185|74|
5744|José Antonio|Miranda Boacho|Josete Miranda|1998-07-22|Equatorial Guinea|170||midfielder
5745|Sergio|Cubero||1999-09-05|Spain|187|71|defender
5746|Mamadou|Coulibaly||1999-02-03|Senegal|183|75|midfielder
5747|Lorenzo|Andrenacci||1995-01-02|Italy|188|81|goalkeeper
5748|Ondrej|Petrák||1992-03-11|Czech Republic|186|79|Defensive Midfielder
5749|Wesley David|de Oliveira Andrade|Wesley|2000-03-13|Brazil|179||defender
5750|Giampaolo|Pazzini||1984-08-02|Italy|180|77|striker
5751|Martin|Terrier||1997-03-04|France|184|71|midfielder
5752|Mason|Greenwood||2001-10-01|England|181|70|striker
5753|Armando|Sadiku||1991-05-27|Albania|182|81|striker
5754|Myrto|Uzuni||1995-05-31|Albania|||
5755|Neeskens|Kebano||1992-03-10|Congo DR|170|65|midfielder
5756|Saulo|Decarli||1992-02-04|Switzerland|188|82|defender
5757|Dylan|Bahamboula||1995-05-22|Congo|185|64|midfielder
5758|Gian-Luca|Waldschmidt||1996-05-19|Germany|181|74|striker
5759|Nicola|Bagnolini||2004-03-14|Italy|||goalkeeper
5760|Alberto|López||1995-05-27|Spain|173|68|Difensore
5761|Manuel|Sánchez|Manu Sánchez|2000-08-24|Spain|179|70|defender
5762|Lukas|Pokorny||1993-07-05|Czech Republic|190|83|
5763|Arijon|Ibrahimovic||2005-12-11|Germany|||
5764|Alec|Georgen||1998-09-17|France|172|65|defender
5765|Stefan|Savic||1991-01-08|Montenegro|187|81|defender
5766|Abel|Ruiz||2000-01-28|Spain|180|75|striker
5767|Kelvin|Ofori||2001-07-27|Ghana|172|68|midfielder
5768|Maximilian|Zaiser||1999-03-08|Germany|176||midfielder
5769|Francisco José|Navarro Aliaga|Fran Navarro|1998-02-03|Spain|180|73|striker
5770|Mattéo|Ahlinvi||1999-07-02|Benin|183|68|
5771|Matheus|Soares Thuler|Thuler|1999-03-10|Brazil|187|81|defender
5772|Richard|Nartey||1998-09-06|England|184|84|defender
5773|Bruno|Soriano||1984-06-12|Spain|184|73|midfielder
5774|Lamine|Gueye||1998-03-13|Senegal|178|74|midfielder
5775|Omer Faruk|Beyaz||2003-08-29|Turkey|171|65|midfielder
5776|Maxime|Poundjé||1992-08-16|France|180|74|
5777|Tomás|Rincón||1988-01-13|Venezuela|177|76|midfielder
5778|Senou|Coulibaly|Senou Coulibaly|1994-09-04|Mali|193|80|defender
5779|Vincent|Laurini||1989-06-10|France|173|72|defender
5780|Antonio|Vacca||1990-05-13|Italy|172|67|Defensive Midfielder
5781|Oualid|El Hajjam||1991-02-19|Morocco|181|72|defender
5782|Rolando|Aarons||1995-11-16|Jamaica|178|76|
5783|Axel|Disasi||1998-03-11|France|190|86|defender
5784|Joe|Ralls||1993-10-12|England|183|70|midfielder
5785|Alberto|Bueno Calvo|Bueno|1988-03-20|Spain|179|67|
5786|Davide|Borsellini||1999-01-04|Italy|180|75|Portiere
5787|Yevhen|Shakhov||1990-11-30|Ukraine|189|81|
5788|Daniel|Bachmann||1994-07-09|Austria|191|81|goalkeeper
5789|Roberto Firmino|Barbosa de Oliveira|Roberto Firmino|1991-10-02|Brazil|181|76|striker
5790|Ruben|Gabrielsen||1992-03-10|Norway|186|87|defender
5791|Bryan|Dabo||1992-02-18|Burkina Faso|187|75|midfielder
5792|Marius|Müller||1993-07-12|Germany|192|89|goalkeeper
5793|Roberto|Massimo||2000-10-12|Germany|182|79|midfielder
5794|James|Milner||1986-01-04|England|175|70|midfielder
5795|Valter|Birsa||1986-08-07|Slovenia|184|83|midfielder
5796|Maxime|Le Marchand||1989-10-11|France|185|78|defender
5797|Andrés|Cubas||1996-05-22|Paraguay|163|60|Defensive Midfielder
5798|Federico|Brancolini||2001-07-14|Italy|192||goalkeeper
5799|Tanguy|Coulibaly||2001-02-18|France|175|72|midfielder
5800|Jordan|Veretout||1993-03-01|France|177|67|midfielder
5801|Josep|Señé||1991-12-10|Spain|186|79|midfielder
5802|Victor|Mollejo||2001-01-21|Spain|176|63|
5803|Khiry|Shelton||1993-06-26|USA|191|87|striker
5804|Ewerton José|Almeida Santos|Ewerton|1989-03-23|Brazil|188|89|defender
5805|Iñaki|Williams|Iñaki Williams|1994-06-15|Spain|186|78|midfielder
5806|Thierry|Small||2004-08-01|England|||defender
5807|Stanley|Segarel||1994-03-04|France|184|79|
5808|Jordon|Ibe||1995-12-08|England|176|81|midfielder
5809|Luis|Castillo||2000-01-31|Spain|||goalkeeper
5810|Luke|Ayling||1991-08-25|England|185|72|defender
5811|Carlo|Pinsoglio||1990-03-16|Italy|194|85|goalkeeper
5812|Marco|Fabián||1989-07-21|Mexico|170|64|
5813|Míchel Macedo|Rocha Machado|Míchel Macedo|1990-02-15|Brazil|182|76|
5814|David|McGoldrick||1987-11-29|Republic of Ireland|183|74|striker
5815|Clinton|Mola||2001-03-15|England|183|78|
5816|Bastian|Badu||2000-02-02|France|187|86|
5817|Chung-Yong|Lee|Lee Chung-Yong|1988-07-02|Korea Republic|180|70|midfielder
5818|Archie|Mair||2001-02-10|Scotland|198||
5819|Ryder|Matos Santos|Ryder Matos|1993-02-27|Brazil|183|71|
5820|Carlos Miguel|Ribeiro Dias|Cafú|1993-02-26|Portugal|185|82|Defensive Midfielder
5821|Carlos|Vigaray||1994-09-07|Spain|182|80|defender
5822|Nahki|Wells||1990-06-01|Bermuda|170|69|striker
5823|Alberto|Cerri||1996-04-16|Italy|194|92|striker
5824|Rob|Holding||1995-09-20|England|189|75|defender
5825|Albert|Gudmundsson||1997-06-15|Iceland|177|80|midfielder
5826|Javier|Ontiveros||1997-09-09|Spain|170|75|midfielder
5827|Roger|Martínez|Roger Martínez|1994-06-23|Colombia|180|76|striker
5828|Alessandro|Cerbara||2001-03-03|Italy|||midfielder
5829|Jonathan|Tomkinson||2002-04-11|USA|||
5830|Yann|Gboho||2001-01-14|France|178|63|midfielder
5831|Tom|Ince||1992-01-30|England|178|66|midfielder
5832|Daichi|Kamada||1996-08-05|Japan|184|76|midfielder
5833|Dzenis|Burnic||1998-05-22|Germany|180|73|Defensive Midfielder
5834|Leandro|Chichizola||1990-03-27|Argentina|185|80|goalkeeper
5835|James|Léa Siliki||1996-06-12|Cameroon|183|70|midfielder
5836|Robert|Street||2001-09-26|England|||striker
5837|Mathias|Normann||1996-05-28|Norway|179|75|midfielder
5838|Olarenwaju|Kayode||1993-05-08|Nigeria|176|65|striker
5839|Ozan|Kabak||2000-03-25|Turkey|186|86|defender
5840|Gedson|Carvalho Fernandes|Gedson Fernandes|1999-01-09|Portugal|182|71|midfielder
5841|Benoit|Assou-Ekotto||1984-03-24|Cameroon|178|70|Difensore
5842|Pa|Konaté|Pa Konaté|1994-04-25|Guinea|172|70|
5843|Khadim|Ndiaye||2000-04-12|Senegal|||goalkeeper
5844|Florian|Hübner||1991-03-01|Germany|193|84|defender
5845|Genaro|Rodríguez||1998-03-23|Spain|184|76|Defensive Midfielder
5846|Randal|Kolo Muani||1998-12-05|France|187|73|striker
5847|Felipe|Avenatti||1993-04-26|Uruguay|197|86|
5848|Patrick|Erras||1995-01-21|Germany|196|87|Defensive Midfielder
5849|Valerio|Labriola||2001-04-13|Italy|173||midfielder
5850|Bonke|Innocent||1996-01-20|Nigeria|180|74|
5851|Iván|Martínez|Iván Martínez|2002-02-19|Spain|180|70|goalkeeper
5852|Declan|Rice||1999-01-14|England|185|76|Defensive Midfielder
5853|José Miguel|da Rocha Fonte|José Fonte|1983-12-22|Portugal|187|81|defender
5854|Raúl|Fernández||1988-03-13|Spain|196|86|Portiere
5855|Pierluigi|Gollini||1995-03-18|Italy|194|94|goalkeeper
5856|Paul|Nardi||1994-05-18|France|187|77|goalkeeper
5857|Alejandro|Balde Martínez|Balde|2003-10-18|Spain|175|69|defender
5858|Arnau|Fàbrega||2000-06-28|Spain|||
5859|Samuel|Gustafson||1995-01-11|Sweden|186|80|
5860|Darwin|Machís||1993-02-07|Venezuela|170|68|midfielder
5861|Alejandro|Berenguer Remiro|Alex Berenguer|1995-07-04|Spain|175|73|midfielder
5862|Lorenzo|Venuti||1995-04-12|Italy|176|65|defender
5863|Waldo|Rubio||1995-08-17|Spain|181|80|midfielder
5864|Lewis|Richardson||2003-02-07|England|||
5865|Aaron|Cresswell||1989-12-15|England|170|66|defender
5866|Isaac|Mbenza||1996-03-08|Belgium|187|77|
5867|Joe|Gelhardt||2002-05-04|England|175|65|striker
5868|Antoine|Valério||1999-12-11|France|185|75|
5869|Mattia|Compagnon||2001-11-06|Italy|||
5870|Marcus|Rohdén||1991-05-11|Sweden|182|76|midfielder
5871|Pedro Guilherme|Abreu dos Santos|Pedro|1997-06-20|Brazil|185|78|striker
5872|Pawel|Bochniewicz||1996-01-30|Poland|194|79|
5873|Gregory|van der Wiel||1988-02-03|Netherlands|183|69|defender
5874|Roger|Assalé||1993-11-13|Côte d&#39;Ivoire|167|65|
5875|Derek|Mazou-Sacko||2004-10-06|France|||
5876|Juan|Hernández|Juan Hernández|1994-12-06|Spain|186|75|midfielder
5877|Ayotomiwa|Dele-Bashiru|Tom Dele-Bashiru|1999-09-17|Nigeria|183|68|midfielder
5878|Koba|Koindredi||2001-10-27|France|||
5879|Antonio|Aranda||2000-10-07|Spain|175|62|midfielder
5880|Aritz|Aduriz||1981-02-11|Spain|181|77|striker
5881|Jairo|Riedewald||1996-09-09|Netherlands|182|79|midfielder
5882|Jean-Philippe|Mateta||1997-06-28|France|192|88|striker
5883|Noah|Zilliox||2003-03-17|France|||defender
5884|Fallou|Njie||1999-01-05|Gambia|186||defender
5885|Roberto Antonio|Correa Silva|Rober Correa|1992-09-20|Spain|180|71|defender
5886|Eddie Anthony|Salcedo Mora|Eddie Salcedo|2001-10-01|Italy|178||striker
5887|Samuel|Giovane||2003-03-28|Italy|178|70|midfielder
5888|Jay|Fulton||1994-04-04|Scotland|178|68|
5889|Rodrigue Casimir|Ninga|Casimir Ninga|1993-05-17|Chad|186|81|midfielder
5890|Kristoffer|Nordfeldt||1989-06-23|Sweden|190|85|
5891|Niall|Huggins||2000-12-18|Wales|||defender
5892|Andrej|Galabinov||1988-11-27|Bulgaria|192|88|
5893|Niels|Nkounkou||2000-11-01|France|180||defender
5894|Aythami|Artiles||1986-04-02|Spain|184|79|defender
5895|Álvaro|Aguirre||2000-02-03|Spain|||
5896|Chris|Philipps||1994-03-08|Luxembourg|182|80|
5897|Liam|Delap||2003-02-08|England|||striker
5898|Trevoh|Chalobah||1999-07-05|England|190|75|defender
5899|Ramón|Rodríguez Jiménez|Monchu|1999-09-13|Spain|173|68|midfielder
5900|Gianluca|Busio||2002-05-28|USA|170|65|midfielder
5901|Wout|Faes||1998-04-03|Belgium|187|82|defender
5902|Kilian|Ludewig||2000-03-05|Germany|175|66|defender
5903|Pedro|López||1995-01-21|Spain|187|80|goalkeeper
5904|Erik|Palmer-Brown||1997-04-24|USA|187|88|defender
5905|Hassane|Kamara||1994-03-05|Côte d&#39;Ivoire|168|67|
5906|Nassim|Chadli||2001-07-28|France|181|70|midfielder
5907|Steven|Moreira||1994-08-13|France|178|72|defender
5908|Marc|Stendera|Marc Stendera|1995-12-10|Germany|173|73|midfielder
5909|Andreu|Fontàs||1989-11-14|Spain|186||defender
5910|Fabian|Rüth||2001-07-02|Germany|187|83|Defensive Midfielder
5911|Gorka|Guruzeta||1996-09-12|Spain|188|77|striker
5912|Ozan|Tufan||1995-03-23|Turkey|179|70|Defensive Midfielder
5913|Bryan|Lasme||1998-11-14|France|192|85|midfielder
5914|Christophe|Kerbrat||1986-08-02|France|185|74|defender
5915|Rubén|Alcaraz||1991-05-01|Spain|183|81|midfielder
5916|Davide|Zappacosta||1992-06-11|Italy|185|70|defender
5917|David|Ferreiro||1988-04-01|Spain|170|63|midfielder
5918|Alexandre|Gameiro||1999-01-18|France|||midfielder
5919|Pablo|Chavarria||1988-01-02|Argentina|182|74|striker
5920|Jesurun|Rak-Sakyi||2002-10-05|England|||midfielder
5921|Maxime|Dupé||1993-03-04|France|188|88|goalkeeper
5922|Enzo|Tchato Mbiayi||2002-11-23|Cameroon|180||defender
5923|Glenn|Murray||1983-09-25|England|183|80|striker
5924|Sebastian|Kerk||1994-04-17|Germany|184|76|midfielder
5925|Kevin|Mbabu||1995-04-19|Switzerland|184|83|defender
5926|Kevin|Mirallas||1987-10-05|Belgium|182|72|midfielder
5927|Elseid|Hysaj||1994-02-02|Albania|182|75|defender
5928|Pedro|Ortiz||2000-08-19|Spain|184||midfielder
5929|Ander|Herrera||1989-08-14|Spain|182|71|midfielder
5930|Mateo|Kovacic||1994-05-06|Croatia|178|78|midfielder
5931|Andoni|López||1996-04-05|Spain|187|76|defender
5932|Giorgio|Scalvini||2003-12-11|Italy|||defender
5933|Hodei|Oleaga|Hodei Oleaga|1996-12-29|Spain|198|87|goalkeeper
5934|Francesco|Semeraro||2001-05-01|Italy|||defender
5935|Jean|Marcelin||2000-02-12|France|197|82|defender
5936|Jens|Odgaard||1999-03-31|Denmark|188|82|
5937|Daniel|Ciofani||1985-07-31|Italy|191|82|striker
5938|Sergej|Milinkovic-Savic|Sergej Milinkovic-Savic|1995-02-27|Serbia|191|76|midfielder
5939|Rodrigo|Ely||1993-11-03|Brazil|188|83|defender
5940|Aurélien|Tchouaméni||2000-01-27|France|185|80|midfielder
5941|Dawid|Kownacki||1997-03-14|Poland|186|75|
5942|Kayky da Silva|Chagas|Kayky|2003-06-11|Brazil|175|68|midfielder
5943|Ainsley|Maitland-Niles||1997-08-29|England|177|71|Wing Back
5944|Sebastian|Polter||1991-04-01|Germany|192|94|striker
5945|Dario|Maresic||1999-09-29|Austria|183|74|defender
5946|José Ángel|Carmona||2002-01-29|Spain|183||defender
5947|Benjamin Lhassine|Kone|Ben Kone|2000-03-14|Côte d&#39;Ivoire|172|75|midfielder
5948|Chima|Okoroji||1997-04-19|Germany|177|72|Wing Back
5949|Mario|Rodríguez||1997-03-03|Spain|176|64|midfielder
5950|Sergio|González||1997-05-14|Spain|184||defender
5951|Ander|Capa||1992-02-08|Spain|175|75|defender
5952|Erik|Majetschak||2000-03-01|Germany|185|82|midfielder
5953|Luis|Hartwig||2002-11-23|Germany|180|76|
5954|Alejandro|Fernández Iglesias|Álex Fernández|1992-10-15|Spain|182|72|defender
5955|Felix|Klaus||1992-09-13|Germany|179|79|midfielder
5956|Dimitri|Foulquier||1993-03-23|Guadeloupe|183|72|defender
5957|Giovanni|D'Aprile||2005-07-01|Italy|||defender
5958|Diadié|Samassékou||1996-01-11|Mali|175|70|
5959|Wylan|Cyprien||1995-01-28|France|180|75|
5960|Valentin|Rabouille||2000-04-15|France|||goalkeeper
5961|Chris|Wood||1991-12-07|New Zealand|191|81|striker
5962|Lewis|Hall|Lewis Hall|2004-09-08|England|||midfielder
5963|Juan Pablo|Añor|Juanpi Añor|1994-01-24|Venezuela|176|67|midfielder
5964|None|None||1984-07-01|Tunisia|170|72|Trequartista
5965|Myles|Peart-Harris||2002-09-18|England|||midfielder
5966|Pablo|Galdames||1996-12-30|Chile|175|68|Defensive Midfielder
5967|Tomás|Alarcón||1999-01-19|Chile|174|68|midfielder
5968|Elias|Kachunga||1992-04-22|Congo DR|178|74|striker
5969|Adrian|Semper||1998-01-12|Croatia|192|87|goalkeeper
5970|Kieran|Tierney||1997-06-05|Scotland|178|70|defender
5971|Andrea|Tabanelli||1990-02-02|Italy|192|75|midfielder
5972|Kevin|Goden||1999-02-22|Germany|183|80|Wing Back
5973|Bruno|Martins Indi||1992-02-08|Netherlands|185|76|
5974|Carlos Vinícius|Alves Morais|Carlos Vinícius|1995-03-25|Brazil|190|86|striker
5975|Ángel|Di María||1988-02-14|Argentina|180|75|midfielder
5976|Pablo|Hernández Domínguez|Pablo Hernández|1985-04-11|Spain|173|64|midfielder
5977|Zlatko|Junuzovic||1987-09-26|Austria|172|69|midfielder
5978|Miguel|Trauco||1992-08-25|Peru|175|65|defender
5979|Antonio|Iervolino||2003-05-23|Italy|||midfielder
5980|Julian|Draxler||1993-09-20|Germany|185|72|midfielder
5981|Lucas|Torró||1994-07-19|Spain|190|77|Defensive Midfielder
5982|Romario|Benzar||1992-03-26|Romania|180|79|
5983|Wataru|Endo||1993-02-09|Japan|178|76|Defensive Midfielder
5984|Houboulang|Mendes||1998-05-04|France|184|73|defender
5985|Jamie|Shackleton||1999-10-08|England|168|65|midfielder
5986|Ebrima|Colley|Ebrima Colley|2000-02-01|Gambia|180|70|midfielder
5987|Gorka|Iraizoz||1981-03-06|Spain|191|87|goalkeeper
5988|Neven|Subotic||1988-12-10|Serbia|193|83|defender
5989|Stefano|Greco|Stefano Greco|1999-02-21|Italy|185|73|goalkeeper
5990|Carlo|García||2001-02-12|Spain|181||midfielder
5991|Francisco|Portillo||1990-06-13|Spain|169|60|midfielder
5992|Miguel Ángel|Rubio||1998-03-11|Spain|191|86|defender
5993|Cédric|Brunner||1994-02-17|Switzerland|180|75|Wing Back
5994|Mathyas|Randriamamy||2003-04-23|Madagascar|186||goalkeeper
5995|Lucas|Höler||1994-07-10|Germany|184|83|striker
5996|Raúl|Bobadilla||1987-06-18|Paraguay|181|88|striker
5997|Antonio|Valencia||1985-08-04|Ecuador|180|83|defender
5998|Amir|Abrashi||1990-03-27|Albania|170|74|
5999|Sander|Berge||1998-02-14|Norway|195|96|midfielder
6000|Sanjin|Prcic||1993-11-20|Bosnia and Herzegovina|181|75|defender
6001|Fernando|Forestieri||1990-01-15|Italy|172|67|striker
6002|Wes|Morgan||1984-01-21|Jamaica|186|101|defender
6003|Tommaso|Farabegoli||1999-03-26|Italy|186|80|defender
6004|Hakim|Ziyech||1993-03-19|Morocco|180|65|midfielder
6005|Joseph|Willock||1999-08-20|England|179|71|midfielder
6006|Yaya|Sanogo||1993-01-27|France|191|74|striker
6007|Kyle|Naughton||1988-11-11|England|180|73|Difensore
6008|Armel|Bella Kotchap||2001-12-11|Germany|190|87|defender
6009|Alessandro|Burlamaqui||2002-02-18|Peru|179|70|
6010|Idriss|Saadi||1992-02-08|Algeria|185|85|striker
6011|Reece|James||1999-12-08|England|182|82|defender
6012|Marco|Festa||1992-06-06|Italy|190|85|goalkeeper
6013|Gianluca|Scamacca||1999-01-01|Italy|196|85|striker
6014|Eden|Hazard||1991-01-07|Belgium|175|74|midfielder
6015|Manuel|García|Manu García|1998-01-02|Spain|169|65|midfielder
6016|Giovanni|González||1994-09-20|Uruguay|173|73|defender
6017|Peter|Crouch||1981-01-30|England|201|75|striker
6018|Antonio|Sivera||1996-08-11|Spain|184|75|goalkeeper
6019|Beñat|Prados||2001-02-08|Spain|||midfielder
6020|Ben|Zolinski||1992-05-03|Germany|181|77|striker
6021|Maxime|Wackers||1998-01-01|France|184||defender
6022|Kouadio|Koné||2001-05-17|France|185|80|
6023|Erik|Thommy||1994-08-20|Germany|175|71|midfielder
6024|Felix|Kroos||1991-03-12|Germany|184|80|midfielder
6025|Luca|Falbo||2000-02-21|Italy|||defender
6026|Karim|Zedadka||2000-06-09|France|182|67|midfielder
6027|Lubomir|Tupta||1998-03-27|Slovakia|180|72|striker
6028|Iván|López||1993-08-23|Spain|175|69|defender
6029|Gian Marco|Ferrari||1992-05-15|Italy|189|82|defender
6030|John|Brooks||1993-01-28|USA|193|78|defender
6031|Adrian|Grbic||1996-08-04|Austria|188|82|
6032|Mateus|Cardoso Lemos Martins|Tetê|2000-02-15|Brazil|175|70|midfielder
6033|Ramadan Sobhi Ramadan|Ahmed|Ramadan Sobhi|1997-01-23|Egypt|189|75|midfielder
6034|Milot|Rashica||1996-06-28|Kosovo|177|73|midfielder
6035|Théo|Le Bris||2002-10-01|France|||defender
6036|James|Ward-Prowse||1994-11-01|England|173|66|midfielder
6037|Memphis|Depay|Memphis|1994-02-13|Netherlands|176|78|midfielder
6038|Francisco Manuel|González Verjara|Fran González|1998-08-13|Spain|||defender
6039|John|Egan||1992-10-20|Republic of Ireland|185|75|defender
6040|Marcel|Halstenberg||1991-09-27|Germany|188|87|defender
6041|Edgaras|Dubickas||1998-07-09|Lithuania|182||
6042|Young-Jae|Seo||1995-05-23|Korea Republic|182|75|defender
6043|John-Kymani|Gordon||2003-02-13|England|||striker
6044|Yuliwes|Bellache||2002-09-29|France|||midfielder
6045|Salomón|Rondón||1989-09-16|Venezuela|186|98|striker
6046|Jakub|Ojrzynski||2003-02-19|Poland|||
6047|Francesco|Acerbi||1988-02-10|Italy|192|88|defender
6048|Liam|Gibson||1997-04-25|England|185||defender
6049|Oucasse|Mendy||2001-06-01|France|176|67|
6050|Nicolas|Janvier||1998-08-11|France|171|71|midfielder
6051|Diego|Contento||1990-05-01|Germany|177|74|defender
6052|Jérémy|Cordoval||1990-01-12|France|167|67|Difensore
6053|Tim|Krul||1988-04-03|Netherlands|188|84|goalkeeper
6054|Eugeni|Valderrama||1994-07-19|Spain|182|73|midfielder
6055|Eduardo|Frías||1998-12-31|Spain|181|79|Portiere
6056|Biagio|Meccariello||1991-03-27|Italy|188|85|
6057|David|Abraham||1986-07-15|Argentina|188|83|defender
6058|Lorenzo|Ariaudo||1989-06-11|Italy|186|76|defender
6059|Helibelton|Palacios Zapata|Helibelton Palacios|1993-06-11|Colombia|177|75|defender
6060|Ben|Mee||1989-09-21|England|180|74|defender
6061|Carney|Chukwuemeka|Carney Chukwuemeka|2003-10-20|England|||midfielder
6062|Diego|Perotti||1988-07-26|Argentina|179|70|
6063|Joris|Gnagnon||1997-01-13|France|182|89|defender
6064|Mathys|Saban||2002-05-15|France|||
6065|Marcus|Thuram||1997-08-06|France|192|88|striker
6066|Martín|Zubimendi||1999-02-02|Spain|180|74|midfielder
6067|Andoni|Zubiaurre||1996-12-04|Spain|190|80|goalkeeper
6068|Emiliano|Viviano||1985-12-01|Italy|195|90|goalkeeper
6069|Manuel|Akanji||1995-07-19|Switzerland|187|91|defender
6070|Shinji|Kagawa||1989-03-17|Japan|175|68|
6071|Albert|Sambi Lokonga||1999-10-22|Belgium|173|67|midfielder
6072|Simone|Ianesi||2002-02-13|Italy|||striker
6073|Abdoulaye|Bamba||1990-04-25|Côte d&#39;Ivoire|182|72|defender
6074|Pedro|Lomba Neto|Pedro Neto|2000-03-09|Portugal|172|69|midfielder
6075|Odsonne|Édouard||1998-01-16|France|187|83|striker
